"ROW_ID","ORDER_ID","ORDER_DATE","SHIP_DATE","CITY","PRODUCT_NAME","SALES","QUANTITY","DISCOUNT","PROFIT","DA","WK","BW","MO","QU","HY","YE"
2579,"US-2014-155502","1/26/2014","1/31/2014","Alexandria","GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,3,0,30.7818,"","","","","","",""
2580,"US-2014-155502","1/26/2014","1/31/2014","Alexandria","SAFCO Commercial Wire Shelving, 72h",489.92,8,0,0,"","","","","","",""
2581,"US-2014-155502","1/26/2014","1/31/2014","Alexandria","Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,3,0,9.3312,"","","","","","",""
2582,"US-2014-155502","1/26/2014","1/31/2014","Alexandria","REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,2,0,8.34,"","","","","","",""
2583,"US-2014-155502","1/26/2014","1/31/2014","Alexandria","Macally Suction Cup Mount",155.35,13,0,0,"","","","","","",""
2584,"US-2014-155502","1/26/2014","1/31/2014","Alexandria","Eldon Image Series Black Desk Accessories",12.42,3,0,4.4712,"","","","","","",""
2585,"US-2014-155502","1/26/2014","1/31/2014","Alexandria","Jabra SPEAK 410",187.98,2,0,52.6344,"","","","","","",""
2586,"CA-2015-121041","11/3/2015","11/10/2015","Haltom City","#10 Gummed Flap White Envelopes, 100/Box",6.608,2,0.2,2.1476,"D278","WK40","BW20","M10","Q01","H01","Y01"
2587,"CA-2017-131695","6/30/2017","7/6/2017","New York City","Steel Personal Filing/Posting Tote",248.57,7,0,67.1139,"","","","","","",""
2588,"CA-2017-131695","6/30/2017","7/6/2017","New York City","Executive Impressions 14""",22.23,1,0,9.7812,"","","","","","",""
2589,"CA-2016-137729","5/5/2016","5/9/2016","Los Angeles","Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,1,0,1.0166,"D458","WK66","BW33","M16","Q03","H02","Y02"
2590,"CA-2016-137729","5/5/2016","5/9/2016","Los Angeles","Cisco Small Business SPA 502G VoIP phone",246.168,3,0.2,21.5397,"D458","WK66","BW33","M16","Q03","H02","Y02"
2591,"US-2016-115455","9/8/2016","9/14/2016","Wheeling","Executive Impressions 12"" Wall Clock",14.136,2,0.6,-7.7748,"","","","M11","Q03","H02","Y02"
2592,"US-2016-115455","9/8/2016","9/14/2016","Wheeling","Bretford CR8500 Series Meeting Room Furniture",601.47,3,0.5,-300.735,"","","","M11","Q03","H02","Y02"
2593,"CA-2017-128300","11/24/2017","11/26/2017","Summerville","Motorla HX550 Universal Bluetooth Headset",79.1,2,0,39.55,"","","","","","",""
2594,"CA-2017-128300","11/24/2017","11/26/2017","Summerville","Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",327.84,8,0,157.3632,"","","","","","",""
2595,"CA-2017-149048","5/13/2017","5/17/2017","Columbus","Tyvek Side-Opening Peel & Seel Expanding Envelopes",180.96,2,0,81.432,"","","","","","",""
2596,"CA-2017-149048","5/13/2017","5/17/2017","Columbus","Ibico Hi-Tech Manual Binding System",914.97,3,0,411.7365,"","","","","","",""
2597,"CA-2017-149048","5/13/2017","5/17/2017","Columbus","Plantronics Calisto P620-M USB Wireless Speakerphone System",587.97,3,0,158.7519,"","","","","","",""
2598,"CA-2017-149048","5/13/2017","5/17/2017","Columbus","Tennsco 6- and 18-Compartment Lockers",530.34,2,0,95.4612,"","","","","","",""
2599,"CA-2017-149048","5/13/2017","5/17/2017","Columbus","Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)",14.94,3,0,7.3206,"","","","","","",""
2600,"CA-2017-108553","4/23/2017","4/29/2017","New York City","Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection",121.94,2,0,35.3626,"","","","","","",""
2601,"CA-2017-108553","4/23/2017","4/29/2017","New York City","Acme 10"" Easy Grip Assistive Scissors",122.71,7,0,36.813,"","","","","","",""
2602,"CA-2016-165848","6/4/2016","6/4/2016","New York City","Easy-staple paper",14.94,3,0,7.0218,"D484","WK70","BW35","M17","Q03","H02","Y02"
2603,"CA-2016-165848","6/4/2016","6/4/2016","New York City","Panasonic KX MC6040 Color Laser Multifunction Printer",1349.85,3,0,364.4595,"D484","WK70","BW35","M17","Q03","H02","Y02"
2604,"CA-2016-165848","6/4/2016","6/4/2016","New York City","Sauder Inglewood Library Bookcases",136.784,1,0.2,5.1294,"D484","WK70","BW35","M17","Q03","H02","Y02"
2605,"CA-2016-165848","6/4/2016","6/4/2016","New York City","Linden 10"" Round Wall Clock, Black",61.12,4,0,20.7808,"D484","WK70","BW35","M17","Q03","H02","Y02"
2606,"CA-2014-112718","12/16/2014","12/21/2014","Jacksonville","Avery Binder Labels",1.167,1,0.7,-0.8558,"","","","","","",""
2607,"CA-2016-154053","3/4/2016","3/10/2016","San Diego","Berol Giant Pencil Sharpener",16.99,1,0,4.9271,"D398","WK57","BW29","M14","Q03","H02","Y02"
2608,"CA-2014-127446","11/25/2014","11/30/2014","Arlington","KeyTronic KT400U2 - Keyboard - Black",24.672,3,0.2,0,"","","","","","",""
2609,"CA-2014-127446","11/25/2014","11/30/2014","Arlington","Avery 520",2.52,1,0.2,0.882,"","","","","","",""
2610,"CA-2014-127446","11/25/2014","11/30/2014","Arlington","Bretford CR4500 Series Slim Rectangular Table",1218.735,5,0.3,-121.8735,"","","","","","",""
2611,"CA-2014-127446","11/25/2014","11/30/2014","Arlington","Avery 52",5.904,2,0.2,1.9926,"","","","","","",""
2612,"CA-2014-127446","11/25/2014","11/30/2014","Arlington","Southworth 25% Cotton Granite Paper & Envelopes",15.696,3,0.2,5.1012,"","","","","","",""
2613,"CA-2014-127446","11/25/2014","11/30/2014","Arlington","Master Caster Door Stop, Brown",6.096,3,0.6,-3.9624,"","","","","","",""
2614,"CA-2016-137204","4/28/2016","5/5/2016","Los Angeles","Global Stack Chair without Arms, Black",41.568,2,0.2,2.598,"D454","WK65","BW33","M16","Q03","H02","Y02"
2615,"CA-2014-147298","4/26/2014","5/3/2014","Los Angeles","Bevis Steel Folding Chairs",230.28,3,0.2,23.028,"","","","","","",""
2616,"CA-2014-147298","4/26/2014","5/3/2014","Los Angeles","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",18.288,6,0.2,5.715,"","","","","","",""
2617,"CA-2017-147942","4/1/2017","4/5/2017","San Francisco","Avery 498",5.78,2,0,2.7166,"","","","","","",""
2618,"CA-2017-147942","4/1/2017","4/5/2017","San Francisco","Fellowes Binding Cases",121.68,13,0.2,38.025,"","","","","","",""
2619,"CA-2017-115931","12/22/2017","12/26/2017","Carlsbad","Design Ebony Sketching Pencil",4.17,3,0,1.0842,"","","","","","",""
2620,"CA-2017-115931","12/22/2017","12/26/2017","Carlsbad","iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",67.04,4,0.2,6.704,"","","","","","",""
2621,"CA-2017-115931","12/22/2017","12/26/2017","Carlsbad","Eldon Simplefile Box Office",37.32,3,0,10.4496,"","","","","","",""
2622,"CA-2017-115931","12/22/2017","12/26/2017","Carlsbad","Avery 517",18.45,5,0,8.6715,"","","","","","",""
2623,"CA-2014-164861","12/3/2014","12/6/2014","Saint Louis","Xerox 214",25.92,4,0,12.4416,"","","","","","",""
2624,"CA-2017-127180","10/22/2017","10/24/2017","New York City","Canon imageCLASS 2200 Advanced Copier",11199.968,4,0.2,3919.9888,"","","","","","",""
2625,"CA-2017-127180","10/22/2017","10/24/2017","New York City","Polycom CX600 IP Phone VoIP phone",2399.6,8,0,647.892,"","","","","","",""
2626,"CA-2017-127180","10/22/2017","10/24/2017","New York City","Globe Weis Peel & Seel First Class Envelopes",63.9,5,0,28.755,"","","","","","",""
2627,"CA-2017-127180","10/22/2017","10/24/2017","New York City","i.Sound Portable Power - 8000 mAh",52.99,1,0,0.5299,"","","","","","",""
2628,"US-2017-165344","11/13/2017","11/15/2017","Springfield","SanDisk Cruzer 32 GB USB Flash Drive",60.864,4,0.2,9.1296,"","","","","","",""
2629,"US-2017-165344","11/13/2017","11/15/2017","Springfield","Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop",652.995,7,0.7,-935.9595,"","","","","","",""
2630,"US-2017-165344","11/13/2017","11/15/2017","Springfield","Accohide Poly Flexible Ring Binders",11.22,10,0.7,-7.48,"","","","","","",""
2631,"CA-2015-168186","9/10/2015","9/15/2015","Tulsa","Xerox 1952",14.94,3,0,7.0218,"D222","WK32","BW16","M08","Q01","H01","Y01"
2632,"US-2017-110604","5/15/2017","5/20/2017","Seattle","24-Hour Round Wall Clock",39.96,2,0,17.1828,"","","","","","",""
2633,"US-2017-110604","5/15/2017","5/20/2017","Seattle","SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair",42.624,2,0.2,4.2624,"","","","","","",""
2634,"US-2017-110604","5/15/2017","5/20/2017","Seattle","SAFCO Arco Folding Chair",220.96,1,0.2,24.858,"","","","","","",""
2635,"CA-2015-116750","7/5/2015","7/10/2015","Fayetteville","Stackable Trays",4.928,2,0.2,0.7392,"D155","WK23","BW12","M06","Q01","H01","Y01"
2636,"CA-2015-116750","7/5/2015","7/10/2015","Fayetteville","Wilson Jones Turn Tabs Binder Tool for Ring Binders",7.23,5,0.7,-5.784,"D155","WK23","BW12","M06","Q01","H01","Y01"
2637,"CA-2015-162369","8/15/2015","8/19/2015","Los Angeles","Fellowes Super Stor/Drawer Files",323.1,2,0,61.389,"D195","WK28","BW14","M07","Q01","H01","Y01"
2638,"CA-2017-108441","6/12/2017","6/18/2017","New York City","TOPS Voice Message Log Book, Flash Format",19.04,4,0,9.3296,"","","","","","",""
2639,"CA-2017-108441","6/12/2017","6/18/2017","New York City","Angle-D Ring Binders",13.128,3,0.2,4.2666,"","","","","","",""
2640,"CA-2017-108441","6/12/2017","6/18/2017","New York City","Boston 1730 StandUp Electric Pencil Sharpener",64.14,3,0,16.6764,"","","","","","",""
2641,"CA-2017-108441","6/12/2017","6/18/2017","New York City","Safco Contoured Stacking Chairs",858.24,4,0.1,143.04,"","","","","","",""
2642,"CA-2015-169740","2/20/2015","2/25/2015","Hot Springs","Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ",29.99,1,0,2.999,"D020","WK03","","M01","Q01","H01","Y01"
2643,"CA-2016-124051","12/29/2016","12/30/2016","Aurora","White Computer Printout Paper by Universal",186.048,6,0.2,67.4424,"","","","M11","Q03","H02","Y02"
2644,"CA-2016-149111","4/17/2016","4/21/2016","Raleigh","Motorola L804",36.792,1,0.2,4.1391,"D440","WK63","BW32","M15","Q03","H02","Y02"
2645,"CA-2016-149111","4/17/2016","4/21/2016","Raleigh","GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",18.624,8,0.2,6.2856,"D440","WK63","BW32","M15","Q03","H02","Y02"
2646,"CA-2014-131002","9/7/2014","9/12/2014","Tulsa","Executive Impressions 13"" Clairmont Wall Clock",57.69,3,0,23.6529,"","","","","","",""
2647,"CA-2014-131002","9/7/2014","9/12/2014","Tulsa","GBC Laser Imprintable Binding System Covers, Desert Sand",42.81,3,0,20.1207,"","","","","","",""
2648,"CA-2014-131002","9/7/2014","9/12/2014","Tulsa","Xerox 2000",12.96,2,0,6.2208,"","","","","","",""
2649,"CA-2014-131002","9/7/2014","9/12/2014","Tulsa","3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0,213.6888,"","","","","","",""
2650,"CA-2014-131002","9/7/2014","9/12/2014","Tulsa","Plantronics Cordless Phone Headset with In-line Volume - M214C",104.85,3,0,28.3095,"","","","","","",""
2651,"US-2016-146794","9/26/2016","10/1/2016","Hesperia","Bestar Classic Bookcase",424.9575,5,0.15,19.998,"","","","M11","Q03","H02","Y02"
2652,"CA-2017-112515","9/17/2017","9/21/2017","Provo","Avery Non-Stick Binders",10.776,3,0.2,3.5022,"","","","","","",""
2653,"CA-2017-112515","9/17/2017","9/21/2017","Provo","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",11.784,3,0.2,4.2717,"","","","","","",""
2654,"CA-2017-112515","9/17/2017","9/21/2017","Provo","Green Bar Computer Printout Paper",164.88,3,0,80.7912,"","","","","","",""
2655,"CA-2017-112515","9/17/2017","9/21/2017","Provo","Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94,3,0,77.5764,"","","","","","",""
2656,"CA-2017-112515","9/17/2017","9/21/2017","Provo","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,2,0.2,8.9544,"","","","","","",""
2657,"CA-2017-112515","9/17/2017","9/21/2017","Provo","Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74,2,0,65.435,"","","","","","",""
2658,"CA-2017-112515","9/17/2017","9/21/2017","Provo","Avery 514",14.4,5,0,7.056,"","","","","","",""
2659,"CA-2016-150343","8/16/2016","8/20/2016","San Francisco","Convenience Packs of Business Envelopes",10.86,3,0,5.1042,"D561","WK81","BW41","M19","Q03","H02","Y02"
2660,"CA-2015-135538","12/24/2015","12/28/2015","Gilbert","SAFCO Arco Folding Chair",883.84,4,0.2,99.432,"D326","WK47","BW24","M11","Q01","H01","Y01"
2661,"CA-2017-123372","11/28/2017","12/2/2017","New York City","Google Nexus 5",1979.89,11,0,494.9725,"","","","","","",""
2662,"CA-2017-123372","11/28/2017","12/2/2017","New York City","Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96,2,0,35.982,"","","","","","",""
2663,"CA-2017-159604","4/14/2017","4/15/2017","Springfield","Acco 3-Hole Punch",8.76,2,0,4.2048,"","","","","","",""
2664,"CA-2016-164784","5/1/2016","5/4/2016","Memphis","Avery 499",3.984,1,0.2,1.2948,"D453","WK65","BW33","M16","Q03","H02","Y02"
2665,"CA-2016-164784","5/1/2016","5/4/2016","Memphis","Bevis 44 x 96 Conference Tables",370.62,3,0.4,-142.071,"D453","WK65","BW33","M16","Q03","H02","Y02"
2666,"CA-2016-164784","5/1/2016","5/4/2016","Memphis","Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders",2.742,2,0.7,-2.0108,"D453","WK65","BW33","M16","Q03","H02","Y02"
2667,"CA-2016-111794","10/1/2016","10/1/2016","Amarillo","Imation 16GB Mini TravelDrive USB 2.0 Flash Drive",79.512,3,0.2,20.8719,"","","","M11","Q03","H02","Y02"
2668,"CA-2016-111794","10/1/2016","10/1/2016","Amarillo","Easy-staple paper",28.352,1,0.2,9.5688,"","","","M11","Q03","H02","Y02"
2669,"US-2015-139759","8/25/2015","8/30/2015","Los Angeles","Global Deluxe Stacking Chair, Gray",40.784,1,0.2,4.5882,"D206","WK30","BW15","M07","Q01","H01","Y01"
2670,"US-2015-139759","8/25/2015","8/30/2015","Los Angeles","Fellowes Advanced Computer Series Surge Protectors",105.96,4,0,29.6688,"D206","WK30","BW15","M07","Q01","H01","Y01"
2671,"CA-2014-126403","9/9/2014","9/12/2014","Lowell","Xerox 1913",166.44,3,0,79.8912,"","","","","","",""
2672,"CA-2014-126403","9/9/2014","9/12/2014","Lowell","Global Italian Leather Office Chair",785.88,6,0,212.1876,"","","","","","",""
2673,"CA-2014-126403","9/9/2014","9/12/2014","Lowell","Advantus Motivational Note Cards",26.2,2,0,12.838,"","","","","","",""
2674,"CA-2014-126403","9/9/2014","9/12/2014","Lowell","Tennsco 6- and 18-Compartment Lockers",1325.85,5,0,238.653,"","","","","","",""
2675,"CA-2017-136875","12/3/2017","12/3/2017","San Diego","Xerox 1888",166.44,3,0,79.8912,"","","","","","",""
2676,"CA-2017-132185","11/27/2017","12/2/2017","Asheville","Pencil and Crayon Sharpener",8.76,5,0.2,0.7665,"","","","","","",""
2677,"CA-2017-132185","11/27/2017","12/2/2017","Asheville","Belkin 5 Outlet SurgeMaster Power Centers",43.584,1,0.2,4.3584,"","","","","","",""
2678,"US-2014-160780","6/21/2014","6/21/2014","Pueblo","Wilson Jones 1"" Hanging DublLock Ring Binders",11.088,7,0.7,-8.1312,"","","","","","",""
2679,"US-2014-160780","6/21/2014","6/21/2014","Pueblo","Avery Trapezoid Extra Heavy Duty 4"" Binders",25.164,2,0.7,-16.776,"","","","","","",""
2680,"CA-2017-127026","1/21/2017","1/27/2017","Jackson","Avery Durable Binders",14.4,5,0,7.056,"","","","","","",""
2681,"CA-2017-127026","1/21/2017","1/27/2017","Jackson","Logitech G19 Programmable Gaming Keyboard",619.95,5,0,111.591,"","","","","","",""
2682,"CA-2017-127026","1/21/2017","1/27/2017","Jackson","Avery Flip-Chart Easel Binder, Black",89.52,4,0,42.0744,"","","","","","",""
2683,"CA-2017-127026","1/21/2017","1/27/2017","Jackson","I.R.I.S IRISCard Anywhere 5 Card Scanner",350.973,3,0.1,152.0883,"","","","","","",""
2684,"CA-2017-127026","1/21/2017","1/27/2017","Jackson","Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99,1,0,49.497,"","","","","","",""
2685,"CA-2017-137085","6/29/2017","7/6/2017","Los Angeles","Satellite Sectional Post Binders",312.552,9,0.2,101.5794,"","","","","","",""
2686,"CA-2016-133123","9/6/2016","9/11/2016","Thomasville","Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952,3,0.2,29.985,"","","","M11","Q03","H02","Y02"
2687,"CA-2016-133123","9/6/2016","9/11/2016","Thomasville","Pressboard Data Binders by Wilson Jones",3.204,2,0.7,-2.4564,"","","","M11","Q03","H02","Y02"
2688,"US-2016-128195","8/4/2016","8/5/2016","Peoria","Ibico Presentation Index for Binding Systems",3.98,5,0.8,-6.567,"D546","WK78","BW39","M19","Q03","H02","Y02"
2689,"CA-2015-153220","11/12/2015","11/14/2015","Los Angeles","Adams ""While You Were Out"" Message Pads",15.7,5,0,7.065,"D282","WK41","BW21","M10","Q01","H01","Y01"
2690,"CA-2014-123064","6/30/2014","7/2/2014","Chicago","BIC Brite Liner Grip Highlighters",5.248,4,0.2,1.64,"","","","","","",""
2691,"CA-2017-156412","12/4/2017","12/8/2017","Philadelphia","Storex Dura Pro Binders",5.346,3,0.7,-4.455,"","","","","","",""
2692,"US-2016-144211","8/28/2016","9/2/2016","Englewood","Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,3,0.2,5.6115,"D574","WK82","BW41","M20","Q03","H02","Y02"
2693,"US-2016-144211","8/28/2016","9/2/2016","Englewood","AT&T 17929 Lendline Telephone",108.576,3,0.2,8.1432,"D574","WK82","BW41","M20","Q03","H02","Y02"
2694,"CA-2016-138079","1/22/2016","1/28/2016","Seattle","Contract Clock, 14"", Brown",109.9,5,0,37.366,"D357","WK51","BW26","M12","Q03","H02","Y02"
2695,"CA-2014-143182","10/15/2014","10/20/2014","Hialeah","Executive Impressions 13"" Clairmont Wall Clock",15.384,1,0.2,4.0383,"","","","","","",""
2696,"CA-2016-161662","2/7/2016","2/9/2016","Lancaster","Xerox 1912",30.352,2,0.2,10.6232,"D369","WK53","BW27","M13","Q03","H02","Y02"
2697,"CA-2014-145317","3/18/2014","3/23/2014","Jacksonville","Hewlett-Packard Deskjet 6540 Color Inkjet Printer",821.3,4,0.5,-16.426,"","","","","","",""
2698,"CA-2014-145317","3/18/2014","3/23/2014","Jacksonville","Cisco TelePresence System EX90 Videoconferencing Unit",22638.48,6,0.5,-1811.0784,"","","","","","",""
2699,"CA-2014-145317","3/18/2014","3/23/2014","Jacksonville","Xerox 195",21.376,4,0.2,7.4816,"","","","","","",""
2700,"CA-2014-145317","3/18/2014","3/23/2014","Jacksonville","Avery Fluorescent Highlighter Four-Color Set",8.016,3,0.2,1.002,"","","","","","",""
2701,"CA-2014-145317","3/18/2014","3/23/2014","Jacksonville","Executive Impressions 13"" Clairmont Wall Clock",30.768,2,0.2,8.0766,"","","","","","",""
2702,"CA-2014-145317","3/18/2014","3/23/2014","Jacksonville","Staples",18.936,3,0.2,5.9175,"","","","","","",""
2703,"CA-2014-145317","3/18/2014","3/23/2014","Jacksonville","Dana Fluorescent Magnifying Lamp, White, 36""",122.352,3,0.2,15.294,"","","","","","",""
2704,"CA-2014-143413","5/24/2014","5/30/2014","Baltimore","Xerox 1944",116.28,3,0,56.9772,"","","","","","",""
2705,"CA-2017-156818","7/11/2017","7/13/2017","New York City","SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",132.6,6,0,17.238,"","","","","","",""
2706,"CA-2017-155873","6/16/2017","6/21/2017","Carlsbad","Acme Elite Stainless Steel Scissors",16.68,2,0,4.3368,"","","","","","",""
2707,"CA-2017-155873","6/16/2017","6/21/2017","Carlsbad","Xerox 215",19.44,3,0,9.3312,"","","","","","",""
2708,"CA-2017-155873","6/16/2017","6/21/2017","Carlsbad","Xerox 1885",192.16,4,0,92.2368,"","","","","","",""
2709,"CA-2015-121797","1/30/2015","2/6/2015","Los Angeles","Computer Room Manger, 14""",227.36,7,0,81.8496,"D001","WK01","","M01","Q01","H01","Y01"
2710,"CA-2015-121797","1/30/2015","2/6/2015","Los Angeles","Bady BDG101FRU Card Printer",1919.976,3,0.2,215.9973,"D001","WK01","","M01","Q01","H01","Y01"
2711,"US-2015-120572","12/11/2015","12/15/2015","Jacksonville","Acco D-Ring Binder w/DublLock",12.828,2,0.7,-8.9796,"D313","WK45","BW23","M11","Q01","H01","Y01"
2712,"CA-2017-132430","10/9/2017","10/11/2017","Lakewood","Nu-Dell Leatherette Frames",45.888,4,0.2,9.1776,"","","","","","",""
2713,"CA-2017-146031","7/29/2017","8/1/2017","Troy","Sanford Liquid Accent Highlighters",60.12,9,0,22.2444,"","","","","","",""
2714,"CA-2014-110100","4/25/2014","4/29/2014","Wilmington","AT&T CL2909",302.376,3,0.2,37.797,"","","","","","",""
2715,"CA-2015-103723","12/1/2015","12/6/2015","Seattle","Prang Drawing Pencil Set",13.9,5,0,5.56,"D304","WK44","BW22","M11","Q01","H01","Y01"
2716,"CA-2014-127187","12/4/2014","12/8/2014","New York City","Plantronics Voyager Pro HD - Bluetooth Headset",129.98,2,0,62.3904,"","","","","","",""
2717,"CA-2017-128475","8/26/2017","9/1/2017","Columbus","Sony 64GB Class 10 Micro SDHC R40 Memory Card",71.98,2,0,15.1158,"","","","","","",""
2718,"CA-2014-100006","9/7/2014","9/13/2014","New York City","AT&T EL51110 DECT",377.97,3,0,109.6113,"","","","","","",""
2719,"CA-2017-144827","12/21/2017","12/27/2017","Costa Mesa","Fellowes Mobile File Cart, Black",124.36,2,0,33.5772,"","","","","","",""
2720,"CA-2014-110030","12/6/2014","12/8/2014","Houston","12-1/2 Diameter Round Wall Clock",23.976,3,0.6,-14.3856,"","","","","","",""
2721,"CA-2014-121286","11/4/2014","11/8/2014","Cary","OIC Bulk Pack Metal Binder Clips",8.376,3,0.2,2.7222,"","","","","","",""
2722,"CA-2014-121286","11/4/2014","11/8/2014","Cary","Acco 6 Outlet Guardian Premium Surge Suppressor",58.24,5,0.2,5.096,"","","","","","",""
2723,"CA-2016-164735","4/14/2016","4/19/2016","Alexandria","Acco Perma 4000 Stacking Storage Drawers",81.2,5,0,12.18,"D438","WK63","BW32","M15","Q03","H02","Y02"
2724,"CA-2014-153479","10/4/2014","10/8/2014","Vallejo","Avery 512",14.45,5,0,6.7915,"","","","","","",""
2725,"CA-2014-153479","10/4/2014","10/8/2014","Vallejo","GBC Recycled Regency Composition Covers",95.648,2,0.2,31.0856,"","","","","","",""
2726,"CA-2017-149888","11/7/2017","11/13/2017","Philadelphia","Jabra Supreme Plus Driver Edition Headset",359.97,5,0.4,-71.994,"","","","","","",""
2727,"CA-2017-149888","11/7/2017","11/13/2017","Philadelphia","Bevis Rectangular Conference Tables",350.352,4,0.4,-140.1408,"","","","","","",""
2728,"CA-2017-119193","12/22/2017","12/24/2017","Toledo","Angle-D Ring Binders",1.641,1,0.7,-1.3128,"","","","","","",""
2729,"CA-2017-119193","12/22/2017","12/24/2017","Toledo","Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System",629.958,7,0.4,94.4937,"","","","","","",""
2730,"CA-2017-104801","2/13/2017","2/19/2017","Seattle","Newell 311",6.63,3,0,1.7901,"","","","","","",""
2731,"CA-2017-104801","2/13/2017","2/19/2017","Seattle","Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset",799.96,4,0,343.9828,"","","","","","",""
2732,"CA-2017-104801","2/13/2017","2/19/2017","Seattle","Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53,1,0,21.506,"","","","","","",""
2733,"CA-2014-107594","7/2/2014","7/6/2014","Plainfield","Logitech B530 USB Headset - headset - Full size, Binaural",73.98,2,0,19.9746,"","","","","","",""
2734,"CA-2014-107594","7/2/2014","7/6/2014","Plainfield","DIXON Ticonderoga Erasable Checking Pencils",5.58,1,0,2.1762,"","","","","","",""
2735,"CA-2015-129770","2/21/2015","2/23/2015","Las Cruces","Easy-staple paper",49.12,4,0,23.0864,"D018","WK03","","M01","Q01","H01","Y01"
2736,"CA-2015-115798","11/13/2015","11/19/2015","Newark","BlackBerry Q10",377.97,3,0,94.4925,"D287","WK41","BW21","M10","Q01","H01","Y01"
2737,"CA-2015-115798","11/13/2015","11/19/2015","Newark","Adams Telephone Message Books, 5 1/4�? x 11�?",42.28,7,0,19.8716,"D287","WK41","BW21","M10","Q01","H01","Y01"
2738,"CA-2015-115798","11/13/2015","11/19/2015","Newark","Bestar Classic Bookcase",299.97,3,0,56.9943,"D287","WK41","BW21","M10","Q01","H01","Y01"
2739,"CA-2015-115798","11/13/2015","11/19/2015","Newark","Innergie mMini Combo Duo USB Travel Charging Kit",89.98,2,0,43.1904,"D287","WK41","BW21","M10","Q01","H01","Y01"
2740,"CA-2017-122707","4/16/2017","4/18/2017","Hoover","Compact Automatic Electric Letter Opener",477.24,4,0,9.5448,"","","","","","",""
2741,"CA-2017-122707","4/16/2017","4/18/2017","Hoover","SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card",25.98,2,0,1.5588,"","","","","","",""
2742,"CA-2016-165015","2/25/2016","2/27/2016","Newark","Staple envelope",46.72,5,0.2,17.52,"D387","WK56","BW28","M13","Q03","H02","Y02"
2743,"CA-2014-149244","11/4/2014","11/8/2014","San Diego","Executive Impressions 12"" Wall Clock",35.34,2,0,13.4292,"","","","","","",""
2744,"CA-2015-140144","6/20/2015","6/25/2015","San Francisco","Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64,6,0,100.4796,"D140","WK20","BW10","M05","Q01","H01","Y01"
2745,"CA-2015-140144","6/20/2015","6/25/2015","San Francisco","netTALK DUO VoIP Telephone Service",125.976,3,0.2,47.241,"D140","WK20","BW10","M05","Q01","H01","Y01"
2746,"CA-2017-163321","8/7/2017","8/11/2017","Jacksonville","Logitech G700s Rechargeable Gaming Mouse",79.992,1,0.2,21.9978,"","","","","","",""
2747,"CA-2014-155887","5/12/2014","5/17/2014","Franklin","Bevis Traditional Conference Table Top, Plinth Base",700.056,3,0.3,-130.0104,"","","","","","",""
2748,"US-2015-165449","11/22/2015","11/26/2015","Frisco","SanDisk Cruzer 8 GB USB Flash Drive",27.168,4,0.2,-1.3584,"D294","WK42","BW21","M10","Q01","H01","Y01"
2749,"CA-2015-110247","12/4/2015","12/8/2015","Tallahassee","SpineVue Locking Slant-D Ring Binders by Cardinal",8.226,3,0.7,-6.0324,"D306","WK44","BW22","M11","Q01","H01","Y01"
2750,"US-2014-141257","6/8/2014","6/14/2014","Seattle","Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552,3,0.2,73.194,"","","","","","",""
